code,execution_time,level,msg,pid,thread_name,ts,materialized,node_finished_at,node_name,node_path,node_started_at,node_status,resource_type,rows_affected,failures,message
E015,,debug,"Using postgres connection ""list_postgres""",109348,ThreadPoolExecutor-0_0,2022-07-18T00:09:27.338238Z
E016,,debug,"On list_postgres: /* {""app"": ""dbt"", ""dbt_version"": ""1.1.1"", ""profile_name"": ""mimic"", ""target_name"": ""dev"", ""connection_name"": ""list_postgres""} */

    select distinct nspname from pg_namespace
  ",109348,ThreadPoolExecutor-0_0,2022-07-18T00:09:27.338573Z
E037,,debug,"Opening a new connection, currently in state init",109348,ThreadPoolExecutor-0_0,2022-07-18T00:09:27.338833Z
E017,,debug,SQL status: SELECT 8 in 0.01 seconds,109348,ThreadPoolExecutor-0_0,2022-07-18T00:09:27.347662Z
E010,,debug,On list_postgres: Close,109348,ThreadPoolExecutor-0_0,2022-07-18T00:09:27.353357Z
E005,,debug,"Acquiring new postgres connection ""list_postgres_public""",109348,ThreadPoolExecutor-1_0,2022-07-18T00:09:27.360462Z
E015,,debug,"Using postgres connection ""list_postgres_public""",109348,ThreadPoolExecutor-1_0,2022-07-18T00:09:27.366613Z
E016,,debug,On list_postgres_public: BEGIN,109348,ThreadPoolExecutor-1_0,2022-07-18T00:09:27.367084Z
E037,,debug,"Opening a new connection, currently in state closed",109348,ThreadPoolExecutor-1_0,2022-07-18T00:09:27.367636Z
E017,,debug,SQL status: BEGIN in 0.0 seconds,109348,ThreadPoolExecutor-1_0,2022-07-18T00:09:27.372458Z
E015,,debug,"Using postgres connection ""list_postgres_public""",109348,ThreadPoolExecutor-1_0,2022-07-18T00:09:27.372740Z
E016,,debug,"On list_postgres_public: /* {""app"": ""dbt"", ""dbt_version"": ""1.1.1"", ""profile_name"": ""mimic"", ""target_name"": ""dev"", ""connection_name"": ""list_postgres_public""} */
select
      'postgres' as database,
      tablename as name,
      schemaname as schema,
      'table' as type
    from pg_tables
    where schemaname ilike 'public'
    union all
    select
      'postgres' as database,
      viewname as name,
      schemaname as schema,
      'view' as type
    from pg_views
    where schemaname ilike 'public'
  ",109348,ThreadPoolExecutor-1_0,2022-07-18T00:09:27.372873Z
E017,,debug,SQL status: SELECT 339 in 0.0 seconds,109348,ThreadPoolExecutor-1_0,2022-07-18T00:09:27.375858Z
E012,,debug,On list_postgres_public: ROLLBACK,109348,ThreadPoolExecutor-1_0,2022-07-18T00:09:27.385420Z
E010,,debug,On list_postgres_public: Close,109348,ThreadPoolExecutor-1_0,2022-07-18T00:09:27.386155Z
E015,,debug,"Using postgres connection ""master""",109348,MainThread,2022-07-18T00:09:27.397041Z
E016,,debug,On master: BEGIN,109348,MainThread,2022-07-18T00:09:27.397315Z
E037,,debug,"Opening a new connection, currently in state init",109348,MainThread,2022-07-18T00:09:27.397436Z
E017,,debug,SQL status: BEGIN in 0.01 seconds,109348,MainThread,2022-07-18T00:09:27.403629Z
E015,,debug,"Using postgres connection ""master""",109348,MainThread,2022-07-18T00:09:27.404022Z
E016,,debug,"On master: /* {""app"": ""dbt"", ""dbt_version"": ""1.1.1"", ""profile_name"": ""mimic"", ""target_name"": ""dev"", ""connection_name"": ""master""} */
with relation as (
        select
            pg_rewrite.ev_class as class,
            pg_rewrite.oid as id
        from pg_rewrite
    ),
    class as (
        select
            oid as id,
            relname as name,
            relnamespace as schema,
            relkind as kind
        from pg_class
    ),
    dependency as (
        select distinct
            pg_depend.objid as id,
            pg_depend.refobjid as ref
        from pg_depend
    ),
    schema as (
        select
            pg_namespace.oid as id,
            pg_namespace.nspname as name
        from pg_namespace
        where nspname != 'information_schema' and nspname not like 'pg\_%'
    ),
    referenced as (
        select
            relation.id AS id,
            referenced_class.name ,
            referenced_class.schema ,
            referenced_class.kind
        from relation
        join class as referenced_class on relation.class=referenced_class.id
        where referenced_class.kind in ('r', 'v')
    ),
    relationships as (
        select
            referenced.name as referenced_name,
            referenced.schema as referenced_schema_id,
            dependent_class.name as dependent_name,
            dependent_class.schema as dependent_schema_id,
            referenced.kind as kind
        from referenced
        join dependency on referenced.id=dependency.id
        join class as dependent_class on dependency.ref=dependent_class.id
        where
            (referenced.name != dependent_class.name or
             referenced.schema != dependent_class.schema)
    )

    select
        referenced_schema.name as referenced_schema,
        relationships.referenced_name as referenced_name,
        dependent_schema.name as dependent_schema,
        relationships.dependent_name as dependent_name
    from relationships
    join schema as dependent_schema on relationships.dependent_schema_id=dependent_schema.id
    join schema as referenced_schema on relationships.referenced_schema_id=referenced_schema.id
    group by referenced_schema, referenced_name, dependent_schema, dependent_name
    order by referenced_schema, referenced_name, dependent_schema, dependent_name;",109348,MainThread,2022-07-18T00:09:27.404333Z
E017,,debug,SQL status: SELECT 0 in 0.01 seconds,109348,MainThread,2022-07-18T00:09:27.412095Z
Z040,,debug,"Sending event: {'category': 'dbt', 'action': 'runnable_timing', 'label': '7c4c3ecd-5c14-4600-9281-0e21ba30ba00', 'context': [<snowplow_tracker.self_describing_json.SelfDescribingJson object at 0x7f3f8c9ae970>]}",109348,MainThread,2022-07-18T00:09:27.416917Z
E012,,debug,On master: ROLLBACK,109348,MainThread,2022-07-18T00:09:27.417387Z
E015,,debug,"Using postgres connection ""master""",109348,MainThread,2022-07-18T00:09:27.418074Z
E016,,debug,On master: BEGIN,109348,MainThread,2022-07-18T00:09:27.418399Z
E017,,debug,SQL status: BEGIN in 0.0 seconds,109348,MainThread,2022-07-18T00:09:27.419256Z
E018,,debug,On master: COMMIT,109348,MainThread,2022-07-18T00:09:27.419570Z
E015,,debug,"Using postgres connection ""master""",109348,MainThread,2022-07-18T00:09:27.419838Z
E016,,debug,On master: COMMIT,109348,MainThread,2022-07-18T00:09:27.420069Z
E017,,debug,SQL status: COMMIT in 0.0 seconds,109348,MainThread,2022-07-18T00:09:27.420560Z
E010,,debug,On master: Close,109348,MainThread,2022-07-18T00:09:27.420904Z
Q026,,info,Concurrency: 1 threads (target='dev'),109348,MainThread,2022-07-18T00:09:27.421693Z
Q023,,debug,Began running node model.mimic.abx_prescriptions_list,109348,Thread-1,2022-07-18T00:09:27.426805Z,table,null,abx_prescriptions_list,treatment/abx_prescriptions_list.sql,2022-07-18T00:09:27.426725,started,model,,,
Q033,,info,1 of 107 START table model public.abx_prescriptions_list ....................... [RUN],109348,Thread-1,2022-07-18T00:09:27.427270Z,table,null,abx_prescriptions_list,treatment/abx_prescriptions_list.sql,2022-07-18T00:09:27.426725,started,model,,,
E005,,debug,"Acquiring new postgres connection ""model.mimic.abx_prescriptions_list""",109348,Thread-1,2022-07-18T00:09:27.428395Z
Q030,,debug,Began compiling node model.mimic.abx_prescriptions_list,109348,Thread-1,2022-07-18T00:09:27.428821Z,table,null,abx_prescriptions_list,treatment/abx_prescriptions_list.sql,2022-07-18T00:09:27.426725,compiling,model,,,
Q027,,debug,Compiling model.mimic.abx_prescriptions_list,109348,Thread-1,2022-07-18T00:09:27.429245Z
Q028,,debug,"Writing injected SQL for node ""model.mimic.abx_prescriptions_list""",109348,Thread-1,2022-07-18T00:09:27.433675Z
Z010,,debug,finished collecting timing info,109348,Thread-1,2022-07-18T00:09:27.435674Z
Q031,,debug,Began executing node model.mimic.abx_prescriptions_list,109348,Thread-1,2022-07-18T00:09:27.436172Z,table,null,abx_prescriptions_list,treatment/abx_prescriptions_list.sql,null,executing,model,,,
M012,,debug,"Writing runtime SQL for node ""model.mimic.abx_prescriptions_list""",109348,Thread-1,2022-07-18T00:09:27.475703Z
E015,,debug,"Using postgres connection ""model.mimic.abx_prescriptions_list""",109348,Thread-1,2022-07-18T00:09:27.476220Z
E016,,debug,On model.mimic.abx_prescriptions_list: BEGIN,109348,Thread-1,2022-07-18T00:09:27.476476Z
E037,,debug,"Opening a new connection, currently in state closed",109348,Thread-1,2022-07-18T00:09:27.476604Z
E017,,debug,SQL status: BEGIN in 0.0 seconds,109348,Thread-1,2022-07-18T00:09:27.481509Z
E015,,debug,"Using postgres connection ""model.mimic.abx_prescriptions_list""",109348,Thread-1,2022-07-18T00:09:27.481965Z
E016,,debug,"On model.mimic.abx_prescriptions_list: /* {""app"": ""dbt"", ""dbt_version"": ""1.1.1"", ""profile_name"": ""mimic"", ""target_name"": ""dev"", ""node_id"": ""model.mimic.abx_prescriptions_list""} */


  create  table ""postgres"".""public"".""abx_prescriptions_list__dbt_tmp""
  as (
     
with t1 as
(
  select
    drug, drug_name_generic
    , route
    , case
      when lower(drug) like '%adoxa%' then 1
      when lower(drug) like '%ala-tet%' then 1
      when lower(drug) like '%alodox%' then 1
      when lower(drug) like '%amikacin%' then 1
      when lower(drug) like '%amikin%' then 1
      when lower(drug) like '%amoxicillin%' then 1
      when lower(drug) like '%amoxicillin%clavulanate%' then 1
      when lower(drug) like '%clavulanate%' then 1
      when lower(drug) like '%ampicillin%' then 1
      when lower(drug) like '%augmentin%' then 1
      when lower(drug) like '%avelox%' then 1
      when lower(drug) like '%avidoxy%' then 1
      when lower(drug) like '%azactam%' then 1
      when lower(drug) like '%azithromycin%' then 1
      when lower(drug) like '%aztreonam%' then 1
      when lower(drug) like '%axetil%' then 1
      when lower(drug) like '%bactocill%' then 1
      when lower(drug) like '%bactrim%' then 1
      when lower(drug) like '%bethkis%' then 1
      when lower(drug) like '%biaxin%' then 1
      when lower(drug) like '%bicillin l-a%' then 1
      when lower(drug) like '%cayston%' then 1
      when lower(drug) like '%cefazolin%' then 1
      when lower(drug) like '%cedax%' then 1
      when lower(drug) like '%cefoxitin%' then 1
      when lower(drug) like '%ceftazidime%' then 1
      when lower(drug) like '%cefaclor%' then 1
      when lower(drug) like '%cefadroxil%' then 1
      when lower(drug) like '%cefdinir%' then 1
      when lower(drug) like '%cefditoren%' then 1
      when lower(drug) like '%cefepime%' then 1
      when lower(drug) like '%cefotetan%' then 1
      when lower(drug) like '%cefotaxime%' then 1
      when lower(drug) like '%cefpodoxime%' then 1
      when lower(drug) like '%cefprozil%' then 1
      when lower(drug) like '%ceftibuten%' then 1
      when lower(drug) like '%ceftin%' then 1
      when lower(drug) like '%cefuroxime %' then 1
      when lower(drug) like '%cefuroxime%' then 1
      when lower(drug) like '%cephalexin%' then 1
      when lower(drug) like '%chloramphenicol%' then 1
      when lower(drug) like '%cipro%' then 1
      when lower(drug) like '%ciprofloxacin%' then 1
      when lower(drug) like '%claforan%' then 1
      when lower(drug) like '%clarithromycin%' then 1
      when lower(drug) like '%cleocin%' then 1
      when lower(drug) like '%clindamycin%' then 1
      when lower(drug) like '%cubicin%' then 1
      when lower(drug) like '%dicloxacillin%' then 1
      when lower(drug) like '%doryx%' then 1
      when lower(drug) like '%doxycycline%' then 1
      when lower(drug) like '%duricef%' then 1
      when lower(drug) like '%dynacin%' then 1
      when lower(drug) like '%ery-tab%' then 1
      when lower(drug) like '%eryped%' then 1
      when lower(drug) like '%eryc%' then 1
      when lower(drug) like '%erythrocin%' then 1
      when lower(drug) like '%erythromycin%' then 1
      when lower(drug) like '%factive%' then 1
      when lower(drug) like '%flagyl%' then 1
      when lower(drug) like '%fortaz%' then 1
      when lower(drug) like '%furadantin%' then 1
      when lower(drug) like '%garamycin%' then 1
      when lower(drug) like '%gentamicin%' then 1
      when lower(drug) like '%kanamycin%' then 1
      when lower(drug) like '%keflex%' then 1
      when lower(drug) like '%ketek%' then 1
      when lower(drug) like '%levaquin%' then 1
      when lower(drug) like '%levofloxacin%' then 1
      when lower(drug) like '%lincocin%' then 1
      when lower(drug) like '%macrobid%' then 1
      when lower(drug) like '%macrodantin%' then 1
      when lower(drug) like '%maxipime%' then 1
      when lower(drug) like '%mefoxin%' then 1
      when lower(drug) like '%metronidazole%' then 1
      when lower(drug) like '%minocin%' then 1
      when lower(drug) like '%minocycline%' then 1
      when lower(drug) like '%monodox%' then 1
      when lower(drug) like '%monurol%' then 1
      when lower(drug) like '%morgidox%' then 1
      when lower(drug) like '%moxatag%' then 1
      when lower(drug) like '%moxifloxacin%' then 1
      when lower(drug) like '%myrac%' then 1
      when lower(drug) like '%nafcillin sodium%' then 1
      when lower(drug) like '%nicazel doxy 30%' then 1
      when lower(drug) like '%nitrofurantoin%' then 1
      when lower(drug) like '%noroxin%' then 1
      when lower(drug) like '%ocudox%' then 1
      when lower(drug) like '%ofloxacin%' then 1
      when lower(drug) like '%omnicef%' then 1
      when lower(drug) like '%oracea%' then 1
      when lower(drug) like '%oraxyl%' then 1
      when lower(drug) like '%oxacillin%' then 1
      when lower(drug) like '%pc pen vk%' then 1
      when lower(drug) like '%pce dispertab%' then 1
      when lower(drug) like '%panixine%' then 1
      when lower(drug) like '%pediazole%' then 1
      when lower(drug) like '%penicillin%' then 1
      when lower(drug) like '%periostat%' then 1
      when lower(drug) like '%pfizerpen%' then 1
      when lower(drug) like '%piperacillin%' then 1
      when lower(drug) like '%tazobactam%' then 1
      when lower(drug) like '%primsol%' then 1
      when lower(drug) like '%proquin%' then 1
      when lower(drug) like '%raniclor%' then 1
      when lower(drug) like '%rifadin%' then 1
      when lower(drug) like '%rifampin%' then 1
      when lower(drug) like '%rocephin%' then 1
      when lower(drug) like '%smz-tmp%' then 1
      when lower(drug) like '%septra%' then 1
      when lower(drug) like '%septra ds%' then 1
      when lower(drug) like '%septra%' then 1
      when lower(drug) like '%solodyn%' then 1
      when lower(drug) like '%spectracef%' then 1
      when lower(drug) like '%streptomycin sulfate%' then 1
      when lower(drug) like '%sulfadiazine%' then 1
      when lower(drug) like '%sulfamethoxazole%' then 1
      when lower(drug) like '%trimethoprim%' then 1
      when lower(drug) like '%sulfatrim%' then 1
      when lower(drug) like '%sulfisoxazole%' then 1
      when lower(drug) like '%suprax%' then 1
      when lower(drug) like '%synercid%' then 1
      when lower(drug) like '%tazicef%' then 1
      when lower(drug) like '%tetracycline%' then 1
      when lower(drug) like '%timentin%' then 1
      when lower(drug) like '%tobi%' then 1
      when lower(drug) like '%tobramycin%' then 1
      when lower(drug) like '%trimethoprim%' then 1
      when lower(drug) like '%unasyn%' then 1
      when lower(drug) like '%vancocin%' then 1
      when lower(drug) like '%vancomycin%' then 1
      when lower(drug) like '%vantin%' then 1
      when lower(drug) like '%vibativ%' then 1
      when lower(drug) like '%vibra-tabs%' then 1
      when lower(drug) like '%vibramycin%' then 1
      when lower(drug) like '%zinacef%' then 1
      when lower(drug) like '%zithromax%' then 1
      when lower(drug) like '%zmax%' then 1
      when lower(drug) like '%zosyn%' then 1
      when lower(drug) like '%zyvox%' then 1
    else 0
    end as antibiotic
  from prescriptions
  where drug_type in ('MAIN','ADDITIVE')
  -- we exclude routes via the eye, ears, or topically
  and route not in ('OU','OS','OD','AU','AS','AD', 'TP')
  and lower(route) not like '%ear%'
  and lower(route) not like '%eye%'
  -- we exclude certain types of antibiotics: topical creams, gels, desens, etc
  and lower(drug) not like '%cream%'
  and lower(drug) not like '%desensitization%'
  and lower(drug) not like '%ophth oint%'
  and lower(drug) not like '%gel%'
  -- other routes not sure about...
  -- for sure keep: ('IV','PO','PO/NG','ORAL', 'IV DRIP', 'IV BOLUS')
  -- ? VT, PB, PR, PL, NS, NG, NEB, NAS, LOCK, J TUBE, IVT
  -- ? IT, IRR, IP, IO, INHALATION, IN, IM
  -- ? IJ, IH, G TUBE, DIALYS
  -- ?? enemas??
)
select
  drug --, drug_name_generic
  , count(*) as numobs
from t1
where antibiotic = 1
group by drug --, drug_name_generic
order by numobs desc
  );",109348,Thread-1,2022-07-18T00:09:27.482126Z
E017,,debug,SQL status: SELECT 156 in 33.15 seconds,109348,Thread-1,2022-07-18T00:10:00.631843Z
E015,,debug,"Using postgres connection ""model.mimic.abx_prescriptions_list""",109348,Thread-1,2022-07-18T00:10:00.644490Z
E016,,debug,"On model.mimic.abx_prescriptions_list: /* {""app"": ""dbt"", ""dbt_version"": ""1.1.1"", ""profile_name"": ""mimic"", ""target_name"": ""dev"", ""node_id"": ""model.mimic.abx_prescriptions_list""} */
alter table ""postgres"".""public"".""abx_prescriptions_list"" rename to ""abx_prescriptions_list__dbt_backup""",109348,Thread-1,2022-07-18T00:10:00.644736Z
E017,,debug,SQL status: ALTER TABLE in 0.0 seconds,109348,Thread-1,2022-07-18T00:10:00.645727Z
E015,,debug,"Using postgres connection ""model.mimic.abx_prescriptions_list""",109348,Thread-1,2022-07-18T00:10:00.649199Z
E016,,debug,"On model.mimic.abx_prescriptions_list: /* {""app"": ""dbt"", ""dbt_version"": ""1.1.1"", ""profile_name"": ""mimic"", ""target_name"": ""dev"", ""node_id"": ""model.mimic.abx_prescriptions_list""} */
alter table ""postgres"".""public"".""abx_prescriptions_list__dbt_tmp"" rename to ""abx_prescriptions_list""",109348,Thread-1,2022-07-18T00:10:00.649439Z
E017,,debug,SQL status: ALTER TABLE in 0.0 seconds,109348,Thread-1,2022-07-18T00:10:00.650297Z
E018,,debug,On model.mimic.abx_prescriptions_list: COMMIT,109348,Thread-1,2022-07-18T00:10:00.660864Z
E015,,debug,"Using postgres connection ""model.mimic.abx_prescriptions_list""",109348,Thread-1,2022-07-18T00:10:00.661141Z
E016,,debug,On model.mimic.abx_prescriptions_list: COMMIT,109348,Thread-1,2022-07-18T00:10:00.661313Z
E017,,debug,SQL status: COMMIT in 0.0 seconds,109348,Thread-1,2022-07-18T00:10:00.662595Z
E015,,debug,"Using postgres connection ""model.mimic.abx_prescriptions_list""",109348,Thread-1,2022-07-18T00:10:00.667004Z
E016,,debug,"On model.mimic.abx_prescriptions_list: /* {""app"": ""dbt"", ""dbt_version"": ""1.1.1"", ""profile_name"": ""mimic"", ""target_name"": ""dev"", ""node_id"": ""model.mimic.abx_prescriptions_list""} */
drop table if exists ""postgres"".""public"".""abx_prescriptions_list__dbt_backup"" cascade",109348,Thread-1,2022-07-18T00:10:00.667255Z
E017,,debug,SQL status: DROP TABLE in 0.0 seconds,109348,Thread-1,2022-07-18T00:10:00.669460Z
Z010,,debug,finished collecting timing info,109348,Thread-1,2022-07-18T00:10:00.672832Z
E010,,debug,On model.mimic.abx_prescriptions_list: Close,109348,Thread-1,2022-07-18T00:10:00.673102Z
Z040,,debug,"Sending event: {'category': 'dbt', 'action': 'run_model', 'label': '7c4c3ecd-5c14-4600-9281-0e21ba30ba00', 'context': [<snowplow_tracker.self_describing_json.SelfDescribingJson object at 0x7f3f8a0530a0>]}",109348,Thread-1,2022-07-18T00:10:00.673949Z
Q012,33,info,1 of 107 OK created table model public.abx_prescriptions_list .................. [[32mSELECT 156[0m in 33.25s],109348,Thread-1,2022-07-18T00:10:00.674542Z,table,null,abx_prescriptions_list,treatment/abx_prescriptions_list.sql,2022-07-18T00:09:27.426725,compiling,model,,,
Q024,33.245901107788086,debug,Finished running node model.mimic.abx_prescriptions_list,109348,Thread-1,2022-07-18T00:10:00.675273Z,table,2022-07-18T00:10:00.675082,abx_prescriptions_list,treatment/abx_prescriptions_list.sql,2022-07-18T00:09:27.426725,success,model,,,
Q023,,debug,Began running node model.mimic.adenosine_durations,109348,Thread-1,2022-07-18T00:10:00.675928Z,table,null,adenosine_durations,durations/adenosine_durations.sql,2022-07-18T00:10:00.675826,started,model,,,
Q033,,info,2 of 107 START table model public.adenosine_durations .......................... [RUN],109348,Thread-1,2022-07-18T00:10:00.676698Z,table,null,adenosine_durations,durations/adenosine_durations.sql,2022-07-18T00:10:00.675826,started,model,,,
E005,,debug,"Acquiring new postgres connection ""model.mimic.adenosine_durations""",109348,Thread-1,2022-07-18T00:10:00.678108Z
Q030,,debug,Began compiling node model.mimic.adenosine_durations,109348,Thread-1,2022-07-18T00:10:00.678625Z,table,null,adenosine_durations,durations/adenosine_durations.sql,2022-07-18T00:10:00.675826,compiling,model,,,
Q027,,debug,Compiling model.mimic.adenosine_durations,109348,Thread-1,2022-07-18T00:10:00.679077Z
Q028,,debug,"Writing injected SQL for node ""model.mimic.adenosine_durations""",109348,Thread-1,2022-07-18T00:10:00.680574Z
Z010,,debug,finished collecting timing info,109348,Thread-1,2022-07-18T00:10:00.681133Z
Q031,,debug,Began executing node model.mimic.adenosine_durations,109348,Thread-1,2022-07-18T00:10:00.681426Z,table,null,adenosine_durations,durations/adenosine_durations.sql,null,executing,model,,,
M012,,debug,"Writing runtime SQL for node ""model.mimic.adenosine_durations""",109348,Thread-1,2022-07-18T00:10:00.690853Z
E015,,debug,"Using postgres connection ""model.mimic.adenosine_durations""",109348,Thread-1,2022-07-18T00:10:00.691825Z
E016,,debug,On model.mimic.adenosine_durations: BEGIN,109348,Thread-1,2022-07-18T00:10:00.692090Z
E037,,debug,"Opening a new connection, currently in state closed",109348,Thread-1,2022-07-18T00:10:00.692327Z
E017,,debug,SQL status: BEGIN in 0.01 seconds,109348,Thread-1,2022-07-18T00:10:00.700015Z
E015,,debug,"Using postgres connection ""model.mimic.adenosine_durations""",109348,Thread-1,2022-07-18T00:10:00.700673Z
